date,value
2017-01-06 18:17:00,1.30833
2017-01-06 18:18:00,1.31667
2017-01-06 18:19:00,1.325
2017-01-06 18:20:00,1.33333
2017-01-06 18:21:00,1.34167
2017-01-06 18:22:00,1.35
2017-01-06 18:23:00,1.35833
2017-01-06 18:24:00,1.36667
2017-01-06 18:25:00,1.375
2017-01-06 18:26:00,1.38333
2017-01-06 18:27:00,1.39167
2017-01-06 18:28:00,1.4
2017-01-06 18:29:00,1.73333
2017-01-06 18:30:00,2.06667
2017-01-06 18:31:00,2.4
2017-01-06 18:32:00,2.1
2017-01-06 18:33:00,2.06667
2017-01-06 18:34:00,2.03333
2017-01-06 18:35:00,2.0
2017-01-06 18:36:00,1.96667
2017-01-06 18:37:00,1.93333
2017-01-06 18:38:00,1.9
2017-01-06 18:39:00,2.06667
2017-01-06 18:40:00,2.23333
2017-01-06 18:41:00,2.4
2017-01-06 18:42:00,2.5
2017-01-06 18:43:00,2.6
2017-01-06 18:44:00,1.7
2017-01-06 18:45:00,2.0
2017-01-06 18:46:00,2.3
2017-01-06 18:47:00,2.6
2017-01-06 18:48:00,2.7
2017-01-06 18:49:00,2.1
2017-01-06 18:50:00,1.5
2017-01-06 18:51:00,2.8
2017-01-06 18:52:00,2.65
2017-01-06 18:53:00,2.5
2017-01-06 18:54:00,1.5
2017-01-06 18:55:00,1.9
2017-01-06 18:56:00,2.3
2017-01-06 18:57:00,2.7
2017-01-06 18:58:00,2.4
2017-01-06 18:59:00,2.1
2017-01-06 19:00:00,1.8
2017-01-06 19:01:00,1.2
2017-01-06 19:02:00,0.6
2017-01-06 19:03:00,0.561111
2017-01-06 19:04:00,0.522222
2017-01-06 19:05:00,0.483333
2017-01-06 19:06:00,0.444444
2017-01-06 19:07:00,0.405556
2017-01-06 19:08:00,0.366667
2017-01-06 19:09:00,0.733333
2017-01-06 19:10:00,1.1
2017-01-06 19:11:00,1.5
2017-01-06 19:12:00,1.76667
2017-01-06 19:13:00,2.03333
2017-01-06 19:14:00,2.3
2017-01-06 19:15:00,3.5
2017-01-06 19:16:00,4.7
2017-01-06 19:17:00,4.2
2017-01-06 19:18:00,2.8
2017-01-06 19:19:00,2.55
2017-01-06 19:20:00,2.3
2017-01-06 19:21:00,2.05
2017-01-06 19:22:00,1.8
2017-01-06 19:23:00,1.55
2017-01-06 19:24:00,1.3
2017-01-06 19:25:00,1.04
2017-01-06 19:26:00,0.78
2017-01-06 19:27:00,0.52
2017-01-06 19:28:00,0.26
2017-01-06 19:29:00,0.455
2017-01-06 19:30:00,0.65
2017-01-06 19:31:00,1.3
2017-01-06 19:32:00,1.95
2017-01-06 19:33:00,2.6
2017-01-06 19:34:00,1.8
2017-01-06 19:35:00,1.8
2017-01-06 19:36:00,1.8
2017-01-06 19:37:00,2.075
2017-01-06 19:38:00,2.35
2017-01-06 19:39:00,2.625
2017-01-06 19:40:00,2.9
2017-01-06 19:41:00,2.6
2017-01-06 19:42:00,1.73333
2017-01-06 19:43:00,0.866667
2017-01-06 19:44:00,0.870833
2017-01-06 19:45:00,0.875
2017-01-06 19:46:00,0.879167
2017-01-06 19:47:00,0.883333
2017-01-06 19:48:00,0.8875
2017-01-06 19:49:00,0.891667
2017-01-06 19:50:00,0.895833
2017-01-06 19:51:00,0.9
2017-01-06 19:52:00,0.904167
2017-01-06 19:53:00,0.908333
2017-01-06 19:54:00,0.9125
2017-01-06 19:55:00,0.916667
2017-01-06 19:56:00,0.920833
2017-01-06 19:57:00,0.925
2017-01-06 19:58:00,0.929167
2017-01-06 19:59:00,0.933333
2017-01-06 20:00:00,0.9375
2017-01-06 20:01:00,0.941667
2017-01-06 20:02:00,0.945833
2017-01-06 20:03:00,0.95
2017-01-06 20:04:00,0.954167
2017-01-06 20:05:00,0.958333
2017-01-06 20:06:00,0.9625
2017-01-06 20:07:00,0.966667
2017-01-06 20:08:00,0.970833
2017-01-06 20:09:00,0.975
2017-01-06 20:10:00,0.979167
2017-01-06 20:11:00,0.983333
2017-01-06 20:12:00,0.9875
2017-01-06 20:13:00,0.991667
2017-01-06 20:14:00,0.995833
2017-01-06 20:15:00,1.0
2017-01-06 20:16:00,1.00417
2017-01-06 20:17:00,1.00833
2017-01-06 20:18:00,1.0125
2017-01-06 20:19:00,1.01667
2017-01-06 20:20:00,1.02083
2017-01-06 20:21:00,1.025
2017-01-06 20:22:00,2.05
2017-01-06 20:23:00,3.075
2017-01-06 20:24:00,4.1
2017-01-06 20:25:00,2.73333
2017-01-06 20:26:00,1.36667
2017-01-06 20:27:00,1.30903
2017-01-06 20:28:00,1.25139
2017-01-06 20:29:00,1.19375
2017-01-06 20:30:00,1.13611
2017-01-06 20:31:00,1.07847
2017-01-06 20:32:00,1.02083
2017-01-06 20:33:00,0.963194
2017-01-06 20:34:00,0.905556
2017-01-06 20:35:00,0.847917
2017-01-06 20:36:00,0.790278
2017-01-06 20:37:00,0.732639
2017-01-06 20:38:00,0.675
2017-01-06 20:39:00,1.35
2017-01-06 20:40:00,2.025
2017-01-06 20:41:00,2.7
2017-01-06 20:42:00,2.7
2017-01-06 20:43:00,3.4
2017-01-06 20:44:00,3.5
2017-01-06 20:45:00,3.2
2017-01-06 20:46:00,2.9
2017-01-06 20:47:00,3.075
2017-01-06 20:48:00,3.25
2017-01-06 20:49:00,3.425
2017-01-06 20:50:00,3.6
2017-01-06 20:51:00,3.7
2017-01-06 20:52:00,3.5
2017-01-06 20:53:00,3.55
2017-01-06 20:54:00,3.6
2017-01-06 20:55:00,3.65
2017-01-06 20:56:00,3.7
2017-01-06 20:57:00,3.08333
2017-01-06 20:58:00,2.46667
2017-01-06 20:59:00,1.85
2017-01-06 21:00:00,1.23333
2017-01-06 21:01:00,0.616667
2017-01-06 21:02:00,0.794444
2017-01-06 21:03:00,0.972222
2017-01-06 21:04:00,1.15
2017-01-06 21:05:00,2.3
2017-01-06 21:06:00,1.8
2017-01-06 21:07:00,1.5
2017-01-06 21:08:00,1.2
2017-01-06 21:09:00,0.9
2017-01-06 21:10:00,0.6
2017-01-06 21:11:00,0.3
2017-01-06 21:12:00,0.331148
2017-01-06 21:13:00,0.362295
2017-01-06 21:14:00,0.393443
2017-01-06 21:15:00,0.42459
2017-01-06 21:16:00,0.455738
2017-01-06 21:17:00,0.486885
2017-01-06 21:18:00,0.518033
2017-01-06 21:19:00,0.54918
2017-01-06 21:20:00,0.580328
2017-01-06 21:21:00,0.611475
2017-01-06 21:22:00,0.642623
2017-01-06 21:23:00,0.67377
2017-01-06 21:24:00,0.704918
2017-01-06 21:25:00,0.736066
2017-01-06 21:26:00,0.767213
2017-01-06 21:27:00,0.798361
2017-01-06 21:28:00,0.829508
2017-01-06 21:29:00,0.860656
2017-01-06 21:30:00,0.891803
2017-01-06 21:31:00,0.922951
2017-01-06 21:32:00,0.954098
2017-01-06 21:33:00,0.985246
2017-01-06 21:34:00,1.01639
2017-01-06 21:35:00,1.04754
2017-01-06 21:36:00,1.07869
2017-01-06 21:37:00,1.10984
2017-01-06 21:38:00,1.14098
2017-01-06 21:39:00,1.17213
2017-01-06 21:40:00,1.20328
2017-01-06 21:41:00,1.23443
2017-01-06 21:42:00,1.26557
2017-01-06 21:43:00,1.29672
2017-01-06 21:44:00,1.32787
